Invoice ID,Customer type,Date,Time,Branch,City,Payment,Gender,Product line,cogs,gross income,Quantity,Rating,Tax 5%,Total,Unit price
238-45-6950,Member,01/03/2019 00:00,1899-12-30 20:03:00,B,Mandalay,Ewallet,Male,Food and beverages,53.72,2.686,1,6.4,2.686,56.406,53.72
238-49-0436,Normal,27/03/2019 00:00,1899-12-30 13:48:00,A,Yangon,Credit card,Male,Health and beauty,259.68,12.984,8,4.9,12.984,272.664,32.46
239-10-7476,Normal,21/01/2019 00:00,1899-12-30 16:37:00,A,Yangon,Ewallet,Female,Home and lifestyle,467.7,23.385,6,8,23.385,491.085,77.95
239-36-3640,Normal,31/01/2019 00:00,1899-12-30 13:44:00,B,Mandalay,Ewallet,Male,Electronic accessories,272.1,13.605,6,6.1,13.605,285.705,45.35
239-48-4278,Member,10/03/2019 00:00,1899-12-30 19:35:00,A,Yangon,Ewallet,Male,Food and beverages,70.91,3.5455,7,8.3,3.5455,74.4555,10.13
241-11-2261,Normal,10/01/2019 00:00,1899-12-30 10:33:00,B,Mandalay,Credit card,Female,Fashion accessories,559.02,27.951,7,5.5,27.951,586.971,79.86
241-72-9525,Normal,16/02/2019 00:00,1899-12-30 12:21:00,B,Mandalay,Cash,Male,Sports and travel,519.1,25.955,10,8.2,25.955,545.055,51.91
241-96-5076,Member,08/01/2019 00:00,1899-12-30 12:58:00,B,Mandalay,Credit card,Female,Home and lifestyle,98.2,4.91,2,6.4,4.91,103.11,49.1
242-11-3142,Member,24/02/2019 00:00,1899-12-30 19:57:00,B,Mandalay,Cash,Male,Fashion accessories,167.54,8.377,2,4.6,8.377,175.917,83.77
242-55-6721,Normal,07/03/2019 00:00,1899-12-30 11:49:00,B,Mandalay,Ewallet,Male,Home and lifestyle,32.32,1.616,2,6.5,1.616,33.936,16.16
243-47-2663,Member,28/01/2019 00:00,1899-12-30 16:43:00,C,Naypyitaw,Credit card,Male,Electronic accessories,112.62,5.631,6,5.5,5.631,118.251,18.77
243-55-8457,Normal,27/02/2019 00:00,1899-12-30 11:40:00,A,Yangon,Ewallet,Female,Food and beverages,744.4,37.22,10,5.1,37.22,781.62,74.44
244-08-0162,Normal,02/01/2019 00:00,1899-12-30 13:00:00,B,Mandalay,Cash,Female,Health and beauty,342.1,17.105,10,5.1,17.105,359.205,34.21
246-11-3901,Normal,15/02/2019 00:00,1899-12-30 12:12:00,C,Naypyitaw,Cash,Female,Electronic accessories,328,16.4,10,6.2,16.4,344.4,32.8
246-55-6923,Member,10/03/2019 00:00,1899-12-30 15:06:00,C,Naypyitaw,Credit card,Female,Home and lifestyle,322.11,16.1055,9,5.1,16.1055,338.2155,35.79
247-11-2470,Member,01/03/2019 00:00,1899-12-30 16:23:00,A,Yangon,Credit card,Female,Fashion accessories,89.28,4.464,4,4.4,4.464,93.744,22.32
249-42-3782,Normal,03/01/2019 00:00,1899-12-30 11:36:00,A,Yangon,Ewallet,Male,Health and beauty,350.05,17.5025,5,5.5,17.5025,367.5525,70.01
250-17-5703,Member,27/02/2019 00:00,1899-12-30 18:24:00,A,Yangon,Ewallet,Male,Food and beverages,188.5,9.425,10,5.6,9.425,197.925,18.85
250-81-7186,Normal,27/02/2019 00:00,1899-12-30 10:23:00,C,Naypyitaw,Credit card,Female,Electronic accessories,99.69,4.9845,1,8,4.9845,104.6745,99.69
252-56-2699,Normal,07/02/2019 00:00,1899-12-30 16:48:00,A,Yangon,Ewallet,Male,Food and beverages,431.9,21.595,10,8.2,21.595,453.495,43.19
253-12-6086,Member,12/03/2019 00:00,1899-12-30 12:43:00,A,Yangon,Credit card,Female,Sports and travel,688.8,34.44,7,8.7,34.44,723.24,98.4
254-31-0042,Member,06/03/2019 00:00,1899-12-30 12:46:00,A,Yangon,Credit card,Male,Electronic accessories,193.5,9.675,9,7.8,9.675,203.175,21.5
256-08-8343,Normal,04/03/2019 00:00,1899-12-30 19:48:00,A,Yangon,Ewallet,Female,Home and lifestyle,226.12,11.306,4,5.5,11.306,237.426,56.53
256-58-3609,Member,18/03/2019 00:00,1899-12-30 15:29:00,C,Naypyitaw,Cash,Male,Fashion accessories,91.98,4.599,1,9.8,4.599,96.579,91.98
257-60-7754,Normal,08/01/2019 00:00,1899-12-30 17:12:00,A,Yangon,Cash,Female,Electronic accessories,200.92,10.046,4,9,10.046,210.966,50.23
257-73-1380,Member,20/01/2019 00:00,1899-12-30 16:51:00,C,Naypyitaw,Ewallet,Male,Sports and travel,331.72,16.586,4,9.6,16.586,348.306,82.93
258-69-7810,Normal,26/01/2019 00:00,1899-12-30 18:53:00,C,Naypyitaw,Cash,Female,Fashion accessories,184.25,9.2125,5,9.2,9.2125,193.4625,36.85
258-92-7466,Normal,06/02/2019 00:00,1899-12-30 18:33:00,A,Yangon,Credit card,Female,Health and beauty,178.4,8.92,5,6.6,8.92,187.32,35.68
261-12-8671,Normal,25/01/2019 00:00,1899-12-30 19:39:00,B,Mandalay,Credit card,Female,Fashion accessories,121.92,6.096,2,4.9,6.096,128.016,60.96
262-47-2794,Member,06/03/2019 00:00,1899-12-30 15:07:00,B,Mandalay,Credit card,Male,Home and lifestyle,574.88,28.744,8,6.2,28.744,603.624,71.86
263-10-3913,Member,09/01/2019 00:00,1899-12-30 14:20:00,C,Naypyitaw,Credit card,Male,Fashion accessories,441.36,22.068,9,8.6,22.068,463.428,49.04
263-12-5321,Member,27/02/2019 00:00,1899-12-30 12:52:00,A,Yangon,Credit card,Male,Electronic accessories,648.2,32.41,7,9.3,32.41,680.61,92.6
263-87-5680,Member,18/03/2019 00:00,1899-12-30 17:38:00,C,Naypyitaw,Ewallet,Female,Home and lifestyle,285.3,14.265,10,7.8,14.265,299.565,28.53
266-20-6657,Member,12/03/2019 00:00,1899-12-30 19:39:00,C,Naypyitaw,Ewallet,Male,Food and beverages,385.28,19.264,7,5.2,19.264,404.544,55.04
266-76-6436,Member,28/03/2019 00:00,1899-12-30 13:57:00,C,Naypyitaw,Ewallet,Female,Food and beverages,115.8,5.79,3,7.5,5.79,121.59,38.6
267-62-7380,Member,29/03/2019 00:00,1899-12-30 19:12:00,C,Naypyitaw,Ewallet,Male,Electronic accessories,823.4,41.17,10,4.3,41.17,864.57,82.34
268-03-6164,Normal,25/01/2019 00:00,1899-12-30 16:28:00,B,Mandalay,Ewallet,Male,Health and beauty,96.11,4.8055,1,7.8,4.8055,100.9155,96.11
268-20-3585,Normal,04/02/2019 00:00,1899-12-30 12:50:00,C,Naypyitaw,Ewallet,Female,Health and beauty,124.65,6.2325,9,6,6.2325,130.8825,13.85
268-27-6179,Member,09/03/2019 00:00,1899-12-30 14:57:00,B,Mandalay,Ewallet,Female,Fashion accessories,451.76,22.588,8,7.3,22.588,474.348,56.47
269-04-5750,Member,21/02/2019 00:00,1899-12-30 18:31:00,B,Mandalay,Cash,Male,Fashion accessories,295.28,14.764,4,6.7,14.764,310.044,73.82
269-10-8440,Member,21/01/2019 00:00,1899-12-30 18:01:00,A,Yangon,Cash,Male,Health and beauty,372.19,18.6095,7,8.9,18.6095,390.7995,53.17
271-77-8740,Member,01/01/2019 00:00,1899-12-30 11:40:00,C,Naypyitaw,Ewallet,Female,Sports and travel,175.32,8.766,6,5,8.766,184.086,29.22
271-88-8734,Member,08/02/2019 00:00,1899-12-30 13:00:00,C,Naypyitaw,Credit card,Female,Fashion accessories,972.1,48.605,10,8.7,48.605,1020.705,97.21
272-27-9238,Normal,19/02/2019 00:00,1899-12-30 16:23:00,C,Naypyitaw,Cash,Female,Food and beverages,164.96,8.248,4,7.1,8.248,173.208,41.24
272-65-1806,Normal,15/01/2019 00:00,1899-12-30 17:17:00,A,Yangon,Ewallet,Female,Electronic accessories,547.92,27.396,9,4.7,27.396,575.316,60.88
273-16-6619,Normal,15/03/2019 00:00,1899-12-30 12:20:00,B,Mandalay,Credit card,Male,Home and lifestyle,66.4,3.32,2,4.4,3.32,69.72,33.2
273-84-2164,Member,16/02/2019 00:00,1899-12-30 15:53:00,C,Naypyitaw,Ewallet,Male,Electronic accessories,60.25,3.0125,5,5.5,3.0125,63.2625,12.05
274-05-5470,Member,23/02/2019 00:00,1899-12-30 18:30:00,A,Yangon,Cash,Female,Food and beverages,293.88,14.694,4,6,14.694,308.574,73.47
275-28-0149,Normal,25/02/2019 00:00,1899-12-30 16:21:00,A,Yangon,Cash,Male,Sports and travel,63.69,3.1845,1,6,3.1845,66.8745,63.69
276-54-0879,Normal,12/03/2019 00:00,1899-12-30 19:53:00,B,Mandalay,Ewallet,Male,Sports and travel,390.96,19.548,4,6.4,19.548,410.508,97.74
276-75-6884,Normal,04/03/2019 00:00,1899-12-30 10:05:00,A,Yangon,Cash,Female,Health and beauty,206.13,10.3065,3,8.7,10.3065,216.4365,68.71
277-35-5865,Member,09/03/2019 00:00,1899-12-30 11:23:00,C,Naypyitaw,Cash,Female,Food and beverages,890.73,44.5365,9,6.7,44.5365,935.2665,98.97
277-63-2961,Member,03/02/2019 00:00,1899-12-30 15:53:00,B,Mandalay,Credit card,Male,Sports and travel,73.97,3.6985,1,5.4,3.6985,77.6685,73.97
278-86-2735,Normal,27/03/2019 00:00,1899-12-30 14:03:00,A,Yangon,Cash,Female,Food and beverages,157.02,7.851,3,9.2,7.851,164.871,52.34
278-97-7759,Member,18/02/2019 00:00,1899-12-30 20:29:00,A,Yangon,Cash,Female,Electronic accessories,62.48,3.124,1,4.7,3.124,65.604,62.48
279-62-1445,Member,21/02/2019 00:00,1899-12-30 12:38:00,C,Naypyitaw,Cash,Female,Fashion accessories,12.54,0.627,1,8.2,0.627,13.167,12.54
279-74-2924,Member,04/01/2019 00:00,1899-12-30 19:40:00,B,Mandalay,Cash,Male,Electronic accessories,72.17,3.6085,1,6.1,3.6085,75.7785,72.17
280-17-4359,Member,25/01/2019 00:00,1899-12-30 13:48:00,C,Naypyitaw,Cash,Male,Health and beauty,905,45.25,10,8.1,45.25,950.25,90.5
280-35-5823,Member,17/01/2019 00:00,1899-12-30 18:45:00,B,Mandalay,Ewallet,Female,Home and lifestyle,86.72,4.336,1,7.9,4.336,91.056,86.72
282-35-2475,Normal,25/03/2019 00:00,1899-12-30 17:53:00,B,Mandalay,Cash,Female,Sports and travel,186.62,9.331,2,6.3,9.331,195.951,93.31
283-26-5248,Member,30/01/2019 00:00,1899-12-30 20:23:00,C,Naypyitaw,Ewallet,Female,Food and beverages,985.2,49.26,10,4.5,49.26,1034.46,98.52
283-79-9594,Normal,25/01/2019 00:00,1899-12-30 13:30:00,B,Mandalay,Credit card,Female,Food and beverages,339.57,16.9785,7,5.2,16.9785,356.5485,48.51
284-34-9626,Normal,11/02/2019 00:00,1899-12-30 10:39:00,B,Mandalay,Credit card,Female,Home and lifestyle,231.12,11.556,3,7.2,11.556,242.676,77.04
284-54-4231,Member,19/01/2019 00:00,1899-12-30 16:08:00,C,Naypyitaw,Credit card,Male,Sports and travel,80.93,4.0465,1,9,4.0465,84.9765,80.93
285-68-5083,Member,15/02/2019 00:00,1899-12-30 17:47:00,C,Naypyitaw,Credit card,Female,Sports and travel,74.22,3.711,3,10,3.711,77.931,24.74
286-01-5402,Normal,30/03/2019 00:00,1899-12-30 13:22:00,A,Yangon,Cash,Female,Sports and travel,281.61,14.0805,7,9.6,14.0805,295.6905,40.23
286-43-6208,Normal,16/03/2019 00:00,1899-12-30 19:08:00,C,Naypyitaw,Cash,Female,Food and beverages,790.2,39.51,9,9.2,39.51,829.71,87.8
286-62-6248,Normal,16/01/2019 00:00,1899-12-30 20:03:00,B,Mandalay,Credit card,Male,Fashion accessories,156.84,7.842,4,9,7.842,164.682,39.21
286-75-7818,Normal,31/01/2019 00:00,1899-12-30 19:48:00,B,Mandalay,Credit card,Male,Fashion accessories,138.16,6.908,2,6.9,6.908,145.068,69.08
287-21-9091,Normal,22/01/2019 00:00,1899-12-30 10:55:00,A,Yangon,Ewallet,Male,Home and lifestyle,672.03,33.6015,9,9.4,33.6015,705.6315,74.67
287-83-1405,Normal,12/02/2019 00:00,1899-12-30 19:01:00,A,Yangon,Ewallet,Male,Health and beauty,152.58,7.629,6,7,7.629,160.209,25.43
288-38-3758,Member,25/01/2019 00:00,1899-12-30 18:30:00,C,Naypyitaw,Ewallet,Female,Fashion accessories,254.61,12.7305,3,7.4,12.7305,267.3405,84.87
288-62-1085,Member,09/01/2019 00:00,1899-12-30 13:34:00,A,Yangon,Ewallet,Male,Fashion accessories,192.7,9.635,5,5.6,9.635,202.335,38.54
289-15-7034,Member,11/01/2019 00:00,1899-12-30 10:37:00,A,Yangon,Credit card,Male,Sports and travel,329.32,16.466,4,7.5,16.466,345.786,82.33
289-65-5721,Normal,26/01/2019 00:00,1899-12-30 19:28:00,B,Mandalay,Cash,Female,Fashion accessories,162.74,8.137,2,6.5,8.137,170.877,81.37
290-68-2984,Normal,16/03/2019 00:00,1899-12-30 11:22:00,A,Yangon,Cash,Male,Home and lifestyle,95,4.75,4,5.2,4.75,99.75,23.75
291-21-5991,Member,29/03/2019 00:00,1899-12-30 14:28:00,B,Mandalay,Cash,Male,Health and beauty,306.45,15.3225,5,7,15.3225,321.7725,61.29
291-32-1427,Member,05/03/2019 00:00,1899-12-30 12:29:00,B,Mandalay,Ewallet,Male,Fashion accessories,109.7,5.485,5,5.3,5.485,115.185,21.94
291-55-6563,Member,30/03/2019 00:00,1899-12-30 12:45:00,A,Yangon,Ewallet,Female,Home and lifestyle,206.52,10.326,6,7.5,10.326,216.846,34.42
291-59-1384,Normal,28/02/2019 00:00,1899-12-30 17:38:00,B,Mandalay,Cash,Male,Electronic accessories,60.3,3.015,1,6,3.015,63.315,60.3
296-11-7041,Member,12/01/2019 00:00,1899-12-30 20:07:00,B,Mandalay,Credit card,Female,Health and beauty,27.07,1.3535,1,5.3,1.3535,28.4235,27.07
299-29-0180,Member,09/03/2019 00:00,1899-12-30 10:54:00,B,Mandalay,Cash,Female,Home and lifestyle,365.26,18.263,7,9.3,18.263,383.523,52.18
299-46-1805,Member,15/01/2019 00:00,1899-12-30 16:19:00,B,Mandalay,Cash,Female,Sports and travel,562.32,28.116,6,4.5,28.116,590.436,93.72
300-71-4605,Member,25/02/2019 00:00,1899-12-30 11:24:00,C,Naypyitaw,Ewallet,Male,Electronic accessories,430.2,21.51,5,4.8,21.51,451.71,86.04
301-11-9629,Normal,15/01/2019 00:00,1899-12-30 10:43:00,A,Yangon,Cash,Female,Sports and travel,133.7,6.685,7,9.7,6.685,140.385,19.1
301-81-8610,Member,19/03/2019 00:00,1899-12-30 19:42:00,B,Mandalay,Credit card,Male,Fashion accessories,203.36,10.168,8,6.7,10.168,213.528,25.42
302-15-2162,Member,03/03/2019 00:00,1899-12-30 10:54:00,C,Naypyitaw,Credit card,Male,Health and beauty,279.18,13.959,6,4.3,13.959,293.139,46.53
303-96-2227,Normal,02/03/2019 00:00,1899-12-30 17:16:00,B,Mandalay,Ewallet,Female,Home and lifestyle,973.8,48.69,10,4.4,48.69,1022.49,97.38
305-03-2383,Normal,15/02/2019 00:00,1899-12-30 10:36:00,A,Yangon,Cash,Female,Food and beverages,201.3,10.065,3,7.5,10.065,211.365,67.1
305-14-0245,Member,03/03/2019 00:00,1899-12-30 19:00:00,B,Mandalay,Ewallet,Female,Home and lifestyle,755.92,37.796,8,7.5,37.796,793.716,94.49
305-18-3552,Member,12/02/2019 00:00,1899-12-30 16:19:00,B,Mandalay,Cash,Male,Home and lifestyle,603.8,30.19,10,6,30.19,633.99,60.38
305-89-2768,Member,09/01/2019 00:00,1899-12-30 18:43:00,B,Mandalay,Ewallet,Female,Home and lifestyle,65.7,3.285,3,4.7,3.285,68.985,21.9
307-04-2070,Member,05/02/2019 00:00,1899-12-30 14:14:00,A,Yangon,Credit card,Female,Fashion accessories,30.62,1.531,1,4.1,1.531,32.151,30.62
307-83-9164,Member,25/01/2019 00:00,1899-12-30 15:54:00,A,Yangon,Cash,Male,Home and lifestyle,240.04,12.002,4,4.5,12.002,252.042,60.01
307-85-2293,Normal,07/03/2019 00:00,1899-12-30 13:58:00,B,Mandalay,Ewallet,Male,Home and lifestyle,251.4,12.57,5,9.7,12.57,263.97,50.28
308-39-1707,Normal,26/01/2019 00:00,1899-12-30 18:19:00,A,Yangon,Credit card,Female,Fashion accessories,12.09,0.6045,1,8.2,0.6045,12.6945,12.09
308-47-4913,Member,09/03/2019 00:00,1899-12-30 12:45:00,A,Yangon,Credit card,Female,Sports and travel,522.6,26.13,10,6.2,26.13,548.73,52.26
308-81-0538,Normal,25/02/2019 00:00,1899-12-30 17:16:00,A,Yangon,Credit card,Female,Fashion accessories,292.2,14.61,4,4.9,14.61,306.81,73.05
311-13-6971,Member,20/02/2019 00:00,1899-12-30 15:18:00,B,Mandalay,Credit card,Male,Sports and travel,319.9,15.995,10,9.9,15.995,335.895,31.99
313-66-9943,Member,27/03/2019 00:00,1899-12-30 20:29:00,B,Mandalay,Credit card,Female,Food and beverages,87.45,4.3725,3,7.3,4.3725,91.8225,29.15
314-23-4520,Member,15/01/2019 00:00,1899-12-30 20:44:00,C,Naypyitaw,Cash,Male,Health and beauty,568.61,28.4305,7,9,28.4305,597.0405,81.23
315-22-5665,Normal,24/02/2019 00:00,1899-12-30 11:38:00,C,Naypyitaw,Ewallet,Female,Home and lifestyle,735.6,36.78,10,8,36.78,772.38,73.56
316-01-3952,Normal,13/03/2019 00:00,1899-12-30 14:16:00,A,Yangon,Ewallet,Female,Food and beverages,271.35,13.5675,5,4.6,13.5675,284.9175,54.27
316-55-4634,Member,26/01/2019 00:00,1899-12-30 12:45:00,B,Mandalay,Credit card,Male,Food and beverages,400.25,20.0125,5,9.4,20.0125,420.2625,80.05
316-66-3011,Member,23/01/2019 00:00,1899-12-30 12:35:00,A,Yangon,Cash,Female,Food and beverages,428.67,21.4335,9,5,21.4335,450.1035,47.63
316-68-6352,Member,21/01/2019 00:00,1899-12-30 10:00:00,A,Yangon,Cash,Female,Food and beverages,72.72,3.636,2,7.1,3.636,76.356,36.36
318-12-0304,Normal,23/01/2019 00:00,1899-12-30 12:20:00,A,Yangon,Ewallet,Male,Fashion accessories,30.61,1.5305,1,5.2,1.5305,32.1405,30.61
318-68-5053,Normal,27/02/2019 00:00,1899-12-30 17:55:00,B,Mandalay,Cash,Female,Health and beauty,461.94,23.097,6,6.1,23.097,485.037,76.99
318-81-2368,Normal,19/03/2019 00:00,1899-12-30 12:16:00,C,Naypyitaw,Cash,Female,Electronic accessories,46.2,2.31,1,6.3,2.31,48.51,46.2
319-50-3348,Normal,11/03/2019 00:00,1899-12-30 15:30:00,B,Mandalay,Ewallet,Female,Home and lifestyle,80.6,4.03,2,4.4,4.03,84.63,40.3
319-74-2561,Member,21/02/2019 00:00,1899-12-30 16:55:00,A,Yangon,Cash,Female,Electronic accessories,283.92,14.196,3,5.5,14.196,298.116,94.64
320-32-8842,Member,17/03/2019 00:00,1899-12-30 18:58:00,C,Naypyitaw,Cash,Female,Food and beverages,22.62,1.131,1,6.4,1.131,23.751,22.62
320-49-6392,Normal,04/03/2019 00:00,1899-12-30 15:44:00,C,Naypyitaw,Cash,Female,Electronic accessories,30.24,1.512,1,8.4,1.512,31.752,30.24
320-85-2052,Normal,14/01/2019 00:00,1899-12-30 10:11:00,B,Mandalay,Credit card,Female,Sports and travel,34.81,1.7405,1,7,1.7405,36.5505,34.81
321-49-7382,Member,15/02/2019 00:00,1899-12-30 17:38:00,B,Mandalay,Credit card,Male,Sports and travel,88.31,4.4155,1,5.2,4.4155,92.7255,88.31
322-02-2271,Normal,03/02/2019 00:00,1899-12-30 11:46:00,B,Mandalay,Cash,Female,Sports and travel,128.91,6.4455,3,9.3,6.4455,135.3555,42.97
324-41-6833,Member,03/03/2019 00:00,1899-12-30 19:30:00,C,Naypyitaw,Ewallet,Female,Electronic accessories,241.6,12.08,8,5.1,12.08,253.68,30.2
324-92-3863,Member,05/02/2019 00:00,1899-12-30 18:45:00,A,Yangon,Cash,Male,Electronic accessories,41.78,2.089,2,9.8,2.089,43.869,20.89
325-77-6186,Member,08/03/2019 00:00,1899-12-30 10:53:00,A,Yangon,Ewallet,Female,Home and lifestyle,906.5,45.325,10,7.3,45.325,951.825,90.65
325-89-4209,Member,05/02/2019 00:00,1899-12-30 19:42:00,A,Yangon,Ewallet,Male,Food and beverages,87.9,4.395,1,6.7,4.395,92.295,87.9
325-90-8763,Member,27/01/2019 00:00,1899-12-30 13:58:00,C,Naypyitaw,Cash,Female,Electronic accessories,465.7,23.285,10,7.6,23.285,488.985,46.57
326-71-2155,Normal,03/02/2019 00:00,1899-12-30 10:02:00,C,Naypyitaw,Cash,Female,Sports and travel,295.8,14.79,4,6.1,14.79,310.59,73.95
326-78-5178,Member,03/02/2019 00:00,1899-12-30 10:19:00,C,Naypyitaw,Cash,Male,Food and beverages,639.8,31.99,7,9.5,31.99,671.79,91.4
327-40-9673,Member,13/01/2019 00:00,1899-12-30 19:51:00,B,Mandalay,Cash,Male,Sports and travel,435.6,21.78,6,6.9,21.78,457.38,72.6
329-62-1586,Normal,21/01/2019 00:00,1899-12-30 18:00:00,A,Yangon,Credit card,Male,Food and beverages,164.01,8.2005,3,8.6,8.2005,172.2105,54.67
333-23-2632,Member,28/03/2019 00:00,1899-12-30 20:14:00,A,Yangon,Cash,Male,Health and beauty,70.56,3.528,7,4.2,3.528,74.088,10.08
333-73-7901,Normal,23/03/2019 00:00,1899-12-30 13:24:00,C,Naypyitaw,Ewallet,Female,Health and beauty,439.36,21.968,8,7.6,21.968,461.328,54.92
334-64-2006,Member,24/03/2019 00:00,1899-12-30 14:22:00,A,Yangon,Ewallet,Female,Home and lifestyle,140.64,7.032,2,9.6,7.032,147.672,70.32
336-78-2147,Member,13/03/2019 00:00,1899-12-30 19:52:00,C,Naypyitaw,Credit card,Male,Home and lifestyle,511.28,25.564,8,4.6,25.564,536.844,63.91
338-65-2210,Member,05/02/2019 00:00,1899-12-30 19:57:00,C,Naypyitaw,Cash,Female,Health and beauty,686,34.3,10,9.1,34.3,720.3,68.6
339-12-4827,Member,05/01/2019 00:00,1899-12-30 11:32:00,B,Mandalay,Credit card,Female,Fashion accessories,73.96,3.698,1,5,3.698,77.658,73.96
339-18-7061,Member,13/02/2019 00:00,1899-12-30 15:06:00,C,Naypyitaw,Credit card,Female,Fashion accessories,185.96,9.298,2,8,9.298,195.258,92.98
339-38-9982,Member,13/01/2019 00:00,1899-12-30 14:55:00,B,Mandalay,Ewallet,Male,Fashion accessories,119.72,5.986,2,6.7,5.986,125.706,59.86
339-96-8318,Member,01/03/2019 00:00,1899-12-30 19:49:00,B,Mandalay,Ewallet,Male,Fashion accessories,569.17,28.4585,7,6.3,28.4585,597.6285,81.31
340-21-9136,Member,25/01/2019 00:00,1899-12-30 11:40:00,A,Yangon,Cash,Female,Sports and travel,160.2,8.01,4,9.7,8.01,168.21,40.05
340-66-0321,Member,25/03/2019 00:00,1899-12-30 13:07:00,A,Yangon,Cash,Male,Electronic accessories,145.44,7.272,4,7.6,7.272,152.712,36.36
342-65-4817,Member,28/01/2019 00:00,1899-12-30 16:47:00,C,Naypyitaw,Ewallet,Male,Health and beauty,260.4,13.02,3,9.9,13.02,273.42,86.8
343-61-3544,Member,29/01/2019 00:00,1899-12-30 11:48:00,B,Mandalay,Cash,Male,Sports and travel,266.7,13.335,10,8.6,13.335,280.035,26.67
343-75-9322,Member,09/01/2019 00:00,1899-12-30 16:34:00,B,Mandalay,Cash,Female,Sports and travel,94.8,4.74,8,4.1,4.74,99.54,11.85
343-87-0864,Member,03/01/2019 00:00,1899-12-30 10:30:00,C,Naypyitaw,Credit card,Male,Health and beauty,75.88,3.794,1,7.1,3.794,79.674,75.88
345-08-4992,Normal,08/03/2019 00:00,1899-12-30 15:37:00,A,Yangon,Credit card,Male,Home and lifestyle,203.94,10.197,6,7.7,10.197,214.137,33.99
345-68-9016,Member,02/01/2019 00:00,1899-12-30 16:19:00,C,Naypyitaw,Credit card,Female,Sports and travel,253.36,12.668,8,5.6,12.668,266.028,31.67
346-12-3257,Member,04/03/2019 00:00,1899-12-30 16:28:00,B,Mandalay,Cash,Male,Electronic accessories,173.16,8.658,9,8,8.658,181.818,19.24
346-84-3103,Member,02/03/2019 00:00,1899-12-30 19:26:00,B,Mandalay,Cash,Female,Electronic accessories,66.1,3.305,5,4.3,3.305,69.405,13.22
347-34-2234,Member,03/02/2019 00:00,1899-12-30 13:40:00,B,Mandalay,Ewallet,Female,Sports and travel,495.63,24.7815,9,10,24.7815,520.4115,55.07
347-56-2442,Normal,22/02/2019 00:00,1899-12-30 15:33:00,A,Yangon,Cash,Male,Home and lifestyle,65.82,3.291,1,4.1,3.291,69.111,65.82
347-72-6115,Member,16/01/2019 00:00,1899-12-30 18:03:00,B,Mandalay,Credit card,Female,Sports and travel,635.18,31.759,7,6.2,31.759,666.939,90.74
349-97-8902,Member,17/01/2019 00:00,1899-12-30 10:37:00,B,Mandalay,Ewallet,Male,Food and beverages,115.78,5.789,2,8.9,5.789,121.569,57.89
351-62-0822,Member,06/02/2019 00:00,1899-12-30 18:07:00,B,Mandalay,Ewallet,Female,Fashion accessories,57.92,2.896,4,4.5,2.896,60.816,14.48
354-25-5821,Member,08/02/2019 00:00,1899-12-30 13:03:00,B,Mandalay,Cash,Female,Sports and travel,414.72,20.736,6,5.6,20.736,435.456,69.12
354-39-5160,Member,18/02/2019 00:00,1899-12-30 15:39:00,A,Yangon,Cash,Female,Home and lifestyle,206.52,10.326,6,9.8,10.326,216.846,34.42
355-34-6244,Normal,13/01/2019 00:00,1899-12-30 19:55:00,B,Mandalay,Credit card,Male,Food and beverages,144.78,7.239,2,8.1,7.239,152.019,72.39
355-53-5943,Member,25/02/2019 00:00,1899-12-30 14:36:00,A,Yangon,Ewallet,Female,Electronic accessories,413.04,20.652,6,5.8,20.652,433.692,68.84
356-44-8813,Normal,20/01/2019 00:00,1899-12-30 13:45:00,B,Mandalay,Credit card,Male,Home and lifestyle,112.44,5.622,3,7.7,5.622,118.062,37.48
358-88-9262,Member,01/02/2019 00:00,1899-12-30 18:43:00,C,Naypyitaw,Ewallet,Female,Food and beverages,524.88,26.244,6,5.1,26.244,551.124,87.48
359-90-3665,Member,14/01/2019 00:00,1899-12-30 18:03:00,B,Mandalay,Credit card,Female,Fashion accessories,72.32,3.616,4,9.5,3.616,75.936,18.08
359-94-5395,Normal,15/03/2019 00:00,1899-12-30 10:50:00,B,Mandalay,Credit card,Male,Health and beauty,92.78,4.639,1,9.8,4.639,97.419,92.78
360-39-5055,Member,09/03/2019 00:00,1899-12-30 10:17:00,C,Naypyitaw,Cash,Male,Sports and travel,244.55,12.2275,5,6.6,12.2275,256.7775,48.91
361-59-0574,Member,15/03/2019 00:00,1899-12-30 14:48:00,B,Mandalay,Credit card,Male,Sports and travel,724.24,36.212,8,6.5,36.212,760.452,90.53
361-85-2571,Normal,30/03/2019 00:00,1899-12-30 10:18:00,A,Yangon,Cash,Female,Sports and travel,447.4,22.37,5,7.4,22.37,469.77,89.48
362-58-8315,Normal,25/03/2019 00:00,1899-12-30 10:23:00,C,Naypyitaw,Cash,Male,Fashion accessories,382.6,19.13,5,9.9,19.13,401.73,76.52
364-33-8584,Member,08/03/2019 00:00,1899-12-30 15:27:00,B,Mandalay,Cash,Female,Food and beverages,88.15,4.4075,5,8.5,4.4075,92.5575,17.63
364-34-2972,Member,30/03/2019 00:00,1899-12-30 20:37:00,C,Naypyitaw,Cash,Male,Electronic accessories,290.46,14.523,3,6.7,14.523,304.983,96.82
365-16-4334,Normal,24/02/2019 00:00,1899-12-30 14:26:00,B,Mandalay,Ewallet,Female,Food and beverages,211.44,10.572,8,8.9,10.572,222.012,26.43
